customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,SeniorCitizenLabel,TenureBand,ChurnFlag,RevenueAtRisk,RiskTier,ExpectedTotal,ChargeDifference
2754-XBHTB,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.65,714.15,Yes,Non-Senior,New Customer,1,77.65,High Risk,698.85,15.299999999999955
1597-LHYNC,Female,1,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.0,2497.2,Yes,Senior,Established,1,95.0,Low Risk,2470.0,27.199999999999818
0186-CAERR,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),116.3,8309.55,No,Non-Senior,Loyal,0,0.0,Low Risk,8257.3,52.25
3043-SUDUA,Female,0,No,No,32,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.9,601.55,No,Non-Senior,Established,0,0.0,Low Risk,636.8,-35.25
5442-BHQNG,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.35,139.25,No,Non-Senior,New Customer,0,0.0,High Risk,140.7,-1.4499999999999886
2169-RRLFW,Female,0,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.6,1888.25,No,Non-Senior,Loyal,0,0.0,Low Risk,1817.6000000000001,70.64999999999986
5872-OEQNH,Female,0,No,No,60,No,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,44.45,2773.9,No,Non-Senior,Loyal,0,0.0,Low Risk,2667.0,106.90000000000009
3162-KKZXO,Female,1,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,5409.75,No,Senior,Loyal,0,0.0,Low Risk,5508.25,-98.5
7055-VKGDA,Male,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.4,5643.4,Yes,Non-Senior,Loyal,1,105.4,Low Risk,5691.6,-48.20000000000073
0754-UKWQP,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,197.7,Yes,Non-Senior,New Customer,1,95.85,High Risk,191.7,6.0
8873-GLDMH,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.85,401.3,No,Non-Senior,New Customer,0,0.0,High Risk,443.09999999999997,-41.799999999999955
5696-JVVQY,Female,0,Yes,Yes,48,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),70.1,3238.4,No,Non-Senior,Established,0,0.0,Low Risk,3364.7999999999997,-126.39999999999964
8946-BFWSG,Male,0,Yes,Yes,63,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.25,1573.05,No,Non-Senior,Loyal,0,0.0,Low Risk,1590.75,-17.700000000000045
7493-TPUWZ,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,79.15,Yes,Non-Senior,New Customer,1,79.15,High Risk,79.15,0.0
0547-HURJB,Male,0,No,Yes,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),21.05,235.8,No,Non-Senior,New Customer,0,0.0,Medium Risk,252.60000000000002,-16.80000000000001
8904-OPDCK,Male,1,Yes,No,54,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24.95,1364.75,No,Senior,Loyal,0,0.0,Low Risk,1347.3,17.450000000000045
8845-LWKGE,Female,0,Yes,Yes,30,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,64.5,1985.15,No,Non-Senior,Established,0,0.0,Low Risk,1935.0,50.15000000000009
1577-HKTFG,Female,0,Yes,No,30,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.65,655.85,Yes,Non-Senior,Established,1,19.65,Low Risk,589.5,66.35000000000002
8752-STIVR,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,303.15,Yes,Non-Senior,New Customer,1,79.0,High Risk,316.0,-12.850000000000023
0691-NIKRI,Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,4335.2,No,Non-Senior,Established,0,0.0,Low Risk,4238.0,97.19999999999982
5022-JNQEQ,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.85,647.5,No,Non-Senior,New Customer,0,0.0,High Risk,682.65,-35.14999999999998
4558-FANTW,Female,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.85,1574.45,Yes,Non-Senior,Early,1,91.85,Medium Risk,1561.4499999999998,13.000000000000227
3249-VHRIP,Female,0,No,No,62,No,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.6,2748.7,No,Non-Senior,Loyal,0,0.0,Low Risk,2703.2000000000003,45.499999999999545
3736-BLEPA,Male,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),91.25,2483.65,No,Non-Senior,Established,0,0.0,Low Risk,2555.0,-71.34999999999991
4701-LKOZD,Female,0,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.75,6367.2,No,Non-Senior,Loyal,0,0.0,Low Risk,6282.5,84.69999999999982
6603-QWSPR,Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.4,4904.2,No,Non-Senior,Established,0,0.0,Low Risk,4802.400000000001,101.79999999999927
9921-QFQUL,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,90.15,2044.95,No,Non-Senior,Early,0,0.0,Medium Risk,2073.4500000000003,-28.500000000000227
1929-ZCBHE,Male,0,Yes,Yes,47,No,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,40.3,1794.8,No,Non-Senior,Established,0,0.0,Low Risk,1894.1,-99.29999999999995
4378-MYPGO,Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.25,7173.15,No,Non-Senior,Loyal,0,0.0,Low Risk,7157.0,16.149999999999636
8651-ENBZX,Female,1,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.0,6441.4,Yes,Senior,Loyal,1,106.0,Low Risk,6360.0,81.39999999999964
4129-LYCOI,Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,104.0,7039.05,No,Non-Senior,Loyal,0,0.0,Low Risk,6968.0,71.05000000000018
7798-JVXYM,Female,0,No,No,14,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.65,921.4,No,Non-Senior,Early,0,0.0,Medium Risk,975.1000000000001,-53.70000000000016
8647-SDTWQ,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.3,4018.35,No,Non-Senior,Loyal,0,0.0,Low Risk,4235.099999999999,-216.74999999999955
2696-ECXKC,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,100.9,5448.6,No,Non-Senior,Loyal,0,0.0,Low Risk,5549.5,-100.89999999999964
2081-KJSQF,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.25,20.25,No,Non-Senior,New Customer,0,0.0,High Risk,20.25,0.0
7623-TRNQN,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.9,49.9,Yes,Non-Senior,New Customer,1,49.9,High Risk,49.9,0.0
3323-CPBWR,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.9,2085.45,No,Non-Senior,Early,0,0.0,Medium Risk,2228.7000000000003,-143.25000000000045
9330-IJWIO,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.35,1358.85,Yes,Non-Senior,Early,1,100.35,Medium Risk,1304.55,54.299999999999955
3384-CTMSF,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.1,5135.15,No,Non-Senior,Established,0,0.0,Low Risk,4892.7,242.44999999999982
0902-RFHOF,Male,0,No,No,38,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.1,730.1,No,Non-Senior,Established,0,0.0,Low Risk,763.8000000000001,-33.700000000000045
9286-DOJGF,Female,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,2869.85,Yes,Senior,Established,1,74.95,Low Risk,2848.1,21.75
6048-QBXKL,Female,1,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.55,118.25,No,Senior,New Customer,0,0.0,High Risk,113.1,5.150000000000006
9661-MHUMO,Male,1,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.25,49.25,Yes,Senior,New Customer,1,49.25,High Risk,49.25,0.0
7718-RXDGG,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.6,1108.6,No,Non-Senior,Early,0,0.0,Medium Risk,1029.0,79.59999999999991
1025-FALIX,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.05,1815.65,No,Non-Senior,Established,0,0.0,Low Risk,1795.3,20.350000000000136
3451-VAWLI,Female,0,Yes,Yes,35,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.7,730.4,No,Non-Senior,Established,0,0.0,Low Risk,689.5,40.89999999999998
3407-QGWLG,Male,0,No,Yes,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.05,75.45,No,Non-Senior,New Customer,0,0.0,High Risk,60.150000000000006,15.299999999999997
1842-EZJMK,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.7,5071.05,Yes,Non-Senior,Loyal,1,103.7,Low Risk,5185.0,-113.94999999999982
2347-WKKAE,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.4,4014.6,No,Non-Senior,Established,0,0.0,Low Risk,3964.8,49.79999999999973
8735-DCXNF,Male,0,Yes,No,10,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.95,568.85,No,Non-Senior,New Customer,0,0.0,High Risk,549.5,19.350000000000023
3214-IYUUQ,Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),93.7,5860.7,No,Non-Senior,Loyal,0,0.0,Low Risk,5715.7,145.0
1936-UAFEH,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,7279.35,No,Non-Senior,Loyal,0,0.0,Low Risk,7497.0,-217.64999999999964
3587-PMCOY,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.9,1064.95,No,Non-Senior,New Customer,0,0.0,Low Risk,989.0,75.95000000000005
8079-XRJRS,Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,89.75,5769.6,Yes,Non-Senior,Loyal,1,89.75,Low Risk,5833.75,-64.14999999999964
1027-LKKQQ,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.45,5886.85,No,Non-Senior,Loyal,0,0.0,Low Risk,5792.400000000001,94.44999999999982
7148-XZPHA,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,79.4,4238.45,No,Non-Senior,Loyal,0,0.0,Low Risk,4367.0,-128.55000000000018
8073-IJDCM,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.3,20.3,Yes,Non-Senior,New Customer,1,20.3,High Risk,20.3,0.0
5309-TAIKL,Female,0,No,No,7,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),62.8,418.3,No,Non-Senior,New Customer,0,0.0,High Risk,439.59999999999997,-21.299999999999955
6856-RAURS,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.9,136.05,No,Non-Senior,New Customer,0,0.0,High Risk,149.8,-13.75
8778-LMWTJ,Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,708.2,No,Non-Senior,New Customer,0,0.0,High Risk,673.65,34.55000000000007
9717-IOAAF,Male,0,No,Yes,27,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.85,788.55,No,Non-Senior,Established,0,0.0,Low Risk,697.95,90.59999999999991
8884-ADFVN,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.95,700.85,Yes,Senior,New Customer,1,101.95,High Risk,713.65,-12.799999999999955
2845-KDHVX,Female,0,Yes,No,64,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,68.3,4378.8,No,Non-Senior,Loyal,0,0.0,Low Risk,4371.2,7.600000000000364
0848-SOMKO,Male,0,No,No,70,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),48.4,3442.8,No,Non-Senior,Loyal,0,0.0,Low Risk,3388.0,54.80000000000018
2720-WGKHP,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,181.7,Yes,Senior,New Customer,1,94.0,High Risk,188.0,-6.300000000000011
6734-FQAJX,Male,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.05,7171.7,No,Senior,Loyal,0,0.0,Low Risk,7038.349999999999,133.35000000000036
2869-ADAWR,Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.3,4016.85,Yes,Non-Senior,Established,1,89.3,Low Risk,4018.5,-1.650000000000091
1535-VTJOQ,Female,0,No,No,24,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.15,553.0,No,Non-Senior,Early,0,0.0,Low Risk,603.5999999999999,-50.59999999999991
6368-TZZDT,Male,0,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.5,96.85,No,Non-Senior,New Customer,0,0.0,Low Risk,78.0,18.849999999999994
0943-ZQPXH,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.95,4122.9,No,Non-Senior,Established,0,0.0,Low Risk,4089.8,33.099999999999454
1293-BSEUN,Female,0,Yes,Yes,72,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.7,1482.3,No,Non-Senior,Loyal,0,0.0,Low Risk,1490.3999999999999,-8.099999999999909
9894-EZEWG,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,74.3,Yes,Non-Senior,New Customer,1,74.3,High Risk,74.3,0.0
1302-TPUBN,Male,0,No,No,66,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.35,1240.8,No,Non-Senior,Loyal,0,0.0,Low Risk,1277.1000000000001,-36.30000000000018
7851-FLGGQ,Male,0,No,No,1,No,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,44.65,44.65,Yes,Non-Senior,New Customer,1,44.65,High Risk,44.65,0.0
0637-UBJRP,Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,84.05,1095.3,Yes,Non-Senior,Early,1,84.05,Medium Risk,1092.6499999999999,2.650000000000091
0940-OUQEC,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.7,788.8,Yes,Non-Senior,New Customer,1,80.7,High Risk,807.0,-18.200000000000045
2378-VTKDH,Male,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.35,6578.55,No,Senior,Loyal,0,0.0,Low Risk,6782.75,-204.19999999999982
0927-CNGRH,Male,0,No,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.55,19.55,No,Non-Senior,New Customer,0,0.0,High Risk,19.55,0.0
8608-OZTLB,Male,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,74.05,2802.3,No,Non-Senior,Established,0,0.0,Low Risk,2813.9,-11.599999999999909
2335-GSODA,Male,0,No,Yes,23,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,40.1,857.75,No,Non-Senior,Early,0,0.0,Low Risk,922.3000000000001,-64.55000000000007
1952-DVVSW,Female,0,Yes,No,10,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.1,184.4,No,Non-Senior,New Customer,0,0.0,Low Risk,201.0,-16.599999999999994
0702-PGIBZ,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.7,364.55,Yes,Non-Senior,New Customer,1,101.7,High Risk,406.8,-42.25
6656-GULJQ,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.55,6093.3,No,Non-Senior,Loyal,0,0.0,Low Risk,6015.599999999999,77.70000000000073
9853-JFZDU,Female,0,Yes,No,35,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,56.85,1861.1,No,Non-Senior,Established,0,0.0,Low Risk,1989.75,-128.6500000000001
1963-VAUKV,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.4,20.4,Yes,Non-Senior,New Customer,1,20.4,High Risk,20.4,0.0
3777-XROBG,Female,0,Yes,Yes,58,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.55,1079.65,No,Non-Senior,Loyal,0,0.0,Low Risk,1133.9,-54.25
6994-FGRHH,Male,0,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.15,7475.1,No,Non-Senior,Loyal,0,0.0,Low Risk,7430.5,44.600000000000364
4000-VGMQP,Male,0,Yes,Yes,38,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.95,2862.55,No,Non-Senior,Established,0,0.0,Low Risk,3000.1,-137.54999999999973
3999-WRNGR,Female,0,Yes,Yes,60,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.75,3069.45,No,Non-Senior,Loyal,0,0.0,Low Risk,2985.0,84.44999999999982
3466-RITXD,Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.4,2349.8,No,Non-Senior,Established,0,0.0,Low Risk,2402.4,-52.59999999999991
2680-XKKNJ,Female,0,No,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),58.2,469.25,No,Non-Senior,New Customer,0,0.0,Low Risk,465.6,3.6499999999999773
3058-HJCUY,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,102.6,4213.35,Yes,Non-Senior,Established,1,102.6,Low Risk,4206.599999999999,6.7500000000009095
2974-GGUXS,Female,1,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.95,3301.05,No,Senior,Established,0,0.0,Low Risk,3310.2000000000003,-9.150000000000091
7994-XIRTR,Male,1,No,No,54,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),65.25,3529.95,No,Senior,Loyal,0,0.0,Low Risk,3523.5,6.449999999999818
3259-FDWOY,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.0,7723.7,Yes,Non-Senior,Loyal,1,106.0,Low Risk,7526.0,197.69999999999982
2101-RANCD,Female,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.1,4144.9,No,Non-Senior,Loyal,0,0.0,Low Risk,4020.4999999999995,124.40000000000009
7921-BEPCI,Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),59.75,4265.0,No,Non-Senior,Loyal,0,0.0,Low Risk,4302.0,-37.0
0807-ZABDG,Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.1,154.65,Yes,Non-Senior,New Customer,1,55.1,High Risk,165.3,-10.650000000000006
8510-TMWYB,Female,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.8,3246.45,No,Non-Senior,Loyal,0,0.0,Low Risk,3229.2,17.25
3258-ZKPAI,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.6,8337.45,No,Non-Senior,Loyal,0,0.0,Low Risk,8395.199999999999,-57.74999999999818
1428-IEDPR,Male,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.3,5731.4,No,Non-Senior,Loyal,0,0.0,Low Risk,5683.599999999999,47.80000000000018
5298-GSTLM,Female,1,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),101.4,6176.6,No,Senior,Loyal,0,0.0,Low Risk,6084.0,92.60000000000036
4450-YOOHP,Female,0,No,No,39,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.65,1905.4,No,Non-Senior,Established,0,0.0,Low Risk,1975.35,-69.94999999999982
6728-CZFEI,Female,0,No,No,15,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,56.15,931.9,No,Non-Senior,Early,0,0.0,Low Risk,842.25,89.64999999999998
5748-RNCJT,Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.5,7348.8,Yes,Non-Senior,Loyal,1,106.5,Low Risk,7348.5,0.3000000000001819
3653-NCRDJ,Male,0,Yes,Yes,43,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.2,776.25,No,Non-Senior,Established,0,0.0,Low Risk,825.6,-49.35000000000002
6121-TNHBO,Female,1,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),83.0,5243.05,No,Senior,Loyal,0,0.0,Low Risk,5229.0,14.050000000000182
5119-NZPTV,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.1,141.65,No,Senior,New Customer,0,0.0,High Risk,140.2,1.450000000000017
6519-ZHPXP,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.3,7679.65,No,Non-Senior,Loyal,0,0.0,Low Risk,7797.599999999999,-117.94999999999982
7739-LAXOG,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.05,2954.5,Yes,Non-Senior,Established,1,91.05,Low Risk,2913.6,40.90000000000009
3472-QPRCH,Male,0,Yes,Yes,40,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.25,1006.9,No,Non-Senior,Established,0,0.0,Low Risk,1010.0,-3.1000000000000227
8224-UAXBZ,Female,0,Yes,No,58,No,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,45.35,2540.1,No,Non-Senior,Loyal,0,0.0,Low Risk,2630.3,-90.20000000000027
9610-WCESF,Male,0,No,No,67,No,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,43.9,3097.2,No,Non-Senior,Loyal,0,0.0,Low Risk,2941.2999999999997,155.9000000000001
9776-CLUJA,Female,1,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.5,3807.35,Yes,Senior,Loyal,1,77.5,Low Risk,3952.5,-145.1500000000001
2486-WYVVE,Male,0,Yes,No,31,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,79.3,2484.0,No,Non-Senior,Established,0,0.0,Low Risk,2458.2999999999997,25.700000000000273
3865-ZYKAD,Male,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.9,5785.65,No,Senior,Loyal,0,0.0,Low Risk,5858.1,-72.45000000000073
1422-DGUBX,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,79.25,2619.15,No,Non-Senior,Established,0,0.0,Low Risk,2536.0,83.15000000000009
2999-AANRQ,Female,0,No,No,21,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),71.05,1524.85,No,Non-Senior,Early,0,0.0,Low Risk,1492.05,32.799999999999955
8668-KNZTI,Male,0,No,No,52,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,53.75,2790.65,No,Non-Senior,Loyal,0,0.0,Low Risk,2795.0,-4.349999999999909
0480-KYJVA,Female,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.25,1784.5,No,Non-Senior,Loyal,0,0.0,Low Risk,1746.0,38.5
6034-ZRYCV,Female,0,Yes,No,72,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,54.2,3937.45,Yes,Non-Senior,Loyal,1,54.2,Low Risk,3902.4,35.04999999999973
